frequencia (Hz),Vpp1 (V),Vpp2 (V),fase (Ch2-Ch1) (graus),T,T_dB
10.0,3.3006577492,1.483492732,60.6600036621,0.20200859962675566,-6.94630141984319
19.306977288832496,3.6917791367,2.5324006081,43.1554527283,0.47053658474688653,-3.2740660404118294
37.2759372031494,3.8167331219,3.2329745293,26.0402698517,0.7174984688653526,-1.44179021373117
71.96856730011521,3.8521072865,3.5430626869,12.4406042099,0.8459816130355826,-0.7263907602003504
138.94954943731375,3.8399660587,3.618309021,5.4999995232,0.8878846309807245,-0.5164346145507213
268.26957952797244,3.8517832756,3.629165411,-1.158798337,0.8877482805510928,-0.5171016019547728
517.9474679231213,3.8637843132,3.5955266953,-7.0880827904,0.865962898163636,-0.6250071475860786
1000.0,3.8513090611,3.494852066,-16.5599994659,0.8234568592330611,-0.843591485134141
1930.6977288832495,3.9332213402,3.1472914219,-32.8030891418,0.6402906242046864,-1.9362285751673536
3727.593720314938,3.9937303066,2.397428751,-50.0892868042,0.36035781969664193,-4.432660493940363
7196.856730011514,4.0559425354,1.4900916815,-67.2897109985,0.13497159930010197,-8.697576060593944
13894.95494373136,4.0429944992,0.7834979892,-77.6077880859,0.037555147457456424,-14.253305284558698
26826.957952797275,4.0546531677,0.3510062397,-85.2733154297,0.007494147762973052,-21.252777481235693
51794.74679231202,4.0680770874,0.062031202,-83.4647293091,0.00023251021920047386,-36.335579544091146
100000.0,4.0805950165,0.2030801624,79.9199981689,0.002476783320818026,-26.061119856181172
