frequencia (Hz),Vpp1 (V),Vpp2 (V),fase (Ch2-Ch1) (graus),T,T_dB
10.0,3.3253493309,0.4769311249,82.1621780396,0.020570117923296688,-16.867632185974372
19.306977288832496,3.7830345631,1.0205127001,73.16847229,0.07277064248109967,-11.380437907407089
37.2759372031494,3.9333534241,1.8720000982,59.6417922974,0.22650917204485393,-6.4491420739146985
71.96856730011521,3.9212489128,2.7876896858,40.6911430359,0.505405581606109,-2.9635996612139133
138.94954943731375,3.8850524426,3.3680641651,22.9999980927,0.7515656840025196,-1.240330577207641
268.26957952797244,3.8490421772,3.6064181328,8.5069818497,0.8779035715174421,-0.5655318415965798
517.9474679231213,3.8366146088,3.6397058964,-2.6113989353,0.8999869916049852,-0.4576376779956607
1000.0,3.8726229668,3.5389158726,-14.0259723663,0.8350837713521311,-0.7826995611985796
1930.6977288832495,3.9778048992,3.2061970234,-30.3245773315,0.6496709631523299,-1.873065434616946
3727.593720314938,4.0145215988,2.4311902523,-49.9328804016,0.3667501447546396,-4.3562970607055895
7196.856730011514,4.0769004822,1.4961146116,-66.657043457,0.13466958075585878,-8.707304918925
13894.95494373136,4.0634231567,0.7814155817,-77.9458694458,0.03698111757360864,-14.320199685495467
26826.957952797275,4.0509195328,0.350584209,-84.5922775269,0.007489924992552883,-21.25522531497262
51794.74679231202,4.0892519951,0.0628066435,-83.8509368896,0.0002358975446916769,-36.27276579387424
100000.0,4.1013631821,0.2025253773,80.199798584,0.0024383859258865657,-26.128975570364588
