Tempo (s),V1 (V),V2 (V),V1 - V2 (V)
-0.0025,-1.86,-0.64,-1.2200000000000002
-0.0024980000000000002,-1.84,-0.62,-1.2200000000000002
-0.002496,-1.84,-0.62,-1.2200000000000002
-0.002494,-1.86,-0.62,-1.2400000000000002
-0.002492,-1.84,-0.62,-1.2200000000000002
-0.00249,-1.84,-0.58,-1.2600000000000002
-0.002488,-1.86,-0.6,-1.2600000000000002
-0.002486,-1.84,-0.58,-1.2600000000000002
-0.002484,-1.84,-0.58,-1.2600000000000002
-0.0024820000000000003,-1.84,-0.56,-1.28
-0.00248,-1.84,-0.56,-1.28
-0.002478,-1.84,-0.56,-1.28
-0.002476,-1.84,-0.56,-1.28
-0.002474,-1.84,-0.54,-1.3
-0.0024720000000000002,-1.82,-0.54,-1.28
-0.00247,-1.84,-0.54,-1.3
-0.002468,-1.82,-0.52,-1.3
-0.002466,-1.84,-0.52,-1.32
-0.002464,-1.84,-0.52,-1.32
-0.002462,-1.82,-0.52,-1.3
-0.00246,-1.8,-0.5,-1.3
-0.002458,-1.82,-0.48,-1.34
-0.002456,-1.84,-0.48,-1.36
-0.002454,-1.82,-0.48,-1.34
-0.002452,-1.8,-0.46,-1.34
-0.00245,-1.8,-0.46,-1.34
-0.002448,-1.8,-0.46,-1.34
-0.0024460000000000003,-1.8,-0.46,-1.34
-0.002444,-1.82,-0.46,-1.36
-0.002442,-1.8,-0.44,-1.36
-0.00244,-1.78,-0.44,-1.34
-0.002438,-1.78,-0.42,-1.36
-0.0024360000000000002,-1.82,-0.44,-1.3800000000000001
-0.002434,-1.8,-0.42,-1.3800000000000001
-0.002432,-1.8,-0.42,-1.3800000000000001
-0.00243,-1.78,-0.42,-1.36
-0.002428,-1.78,-0.4,-1.38
-0.002426,-1.78,-0.4,-1.38
-0.002424,-1.78,-0.38,-1.4
-0.002422,-1.78,-0.38,-1.4
-0.0024200000000000003,-1.78,-0.38,-1.4
-0.002418,-1.78,-0.36,-1.42
-0.002416,-1.76,-0.36,-1.4
-0.002414,-1.78,-0.34,-1.44
-0.002412,-1.76,-0.34,-1.42
-0.0024100000000000002,-1.76,-0.34,-1.42
-0.002408,-1.76,-0.32,-1.44
-0.002406,-1.76,-0.32,-1.44
-0.002404,-1.74,-0.3,-1.44
-0.002402,-1.74,-0.3,-1.44
-0.0024000000000000002,-1.74,-0.3,-1.44
-0.002398,-1.72,-0.28,-1.44
-0.002396,-1.72,-0.3,-1.42
-0.002394,-1.72,-0.28,-1.44
-0.002392,-1.72,-0.28,-1.44
-0.00239,-1.7,-0.28,-1.42
-0.002388,-1.7,-0.26,-1.44
-0.002386,-1.72,-0.24,-1.48
-0.002384,-1.7,-0.26,-1.44
-0.002382,-1.7,-0.24,-1.46
-0.00238,-1.7,-0.24,-1.46
-0.002378,-1.68,-0.24,-1.44
-0.002376,-1.68,-0.22,-1.46
-0.0023740000000000002,-1.7,-0.22,-1.48
-0.002372,-1.68,-0.2,-1.48
-0.00237,-1.6600000000000001,-0.2,-1.4600000000000002
-0.002368,-1.6600000000000001,-0.2,-1.4600000000000002
-0.002366,-1.6600000000000001,-0.2,-1.4600000000000002
-0.002364,-1.6600000000000001,-0.16,-1.5000000000000002
-0.002362,-1.6400000000000001,-0.18,-1.4600000000000002
