frequencia (Hz),Vpp1 (V),Vpp2 (V),fase (Ch2-Ch1) (graus),T,T_dB
10.0,3.310274601,3.2900900841,-1.0800000429,0.9878421089357784,-0.053124650253861164
19.306977288832496,3.7830305099,3.7596786022,-1.945945859,0.9876924945443708,-0.05378246413989883
37.2759372031494,3.9576339722,3.9110689163,-2.6825633049,0.9766066711882263,-0.10280313381468494
71.96856730011521,3.993714571,3.9471690655,-6.7386608124,0.9768264516868839,-0.10182588553234612
138.94954943731375,4.0060019493,3.9107320309,-11.4840497971,0.9530019831534059,-0.2090619561384063
268.26957952797244,3.9936761856,3.7290489674,-20.4721031189,0.8718674724597885,-0.5954952464721318
517.9474679231213,3.9323863983,3.1279659271,-36.8944091797,0.6327201373177225,-1.9878834321305658
1000.0,3.895938158,2.1751422882,-55.7442512512,0.3117103585343562,-5.062487653216117
1930.6977288832495,3.9061465263,1.3004727364,-69.7222213745,0.11084227808667954,-9.552945569577666
3727.593720314938,3.8941264153,0.6960012317,-79.7910461426,0.031944781685497296,-14.956000755427294
7196.856730011514,3.8821439743,0.3649134338,-83.8533325195,0.008835607757326848,-20.53763572181504
13894.95494373136,3.8945407867,0.1898519993,-87.8048782349,0.002376390661271807,-26.240821629802905
26826.957952797275,3.8825602531,0.100476481,-87.5884246826,0.0006697186978609402,-31.741075758368943
51794.74679231202,3.8701682091,0.0521546416,-87.2049713135,0.0001816043505399871,-37.4087375166913
100000.0,3.8820741177,0.0274060015,-88.155921936,4.983835608401484e-05,-43.02436291297034
